RestName,ItemName,PortionName,Section,ItmRate
"TQ Sunrise","Mcdowells No 1 Luxury","60 ml",Std,170
"TQ Sunrise","Mcdowells No 1 Luxury","90 ml",Std,220
"TQ Sunrise","Mcdowells No 1 Luxury","180 ml",Std,390
"TQ Sunrise","Mcdowells No 1 Luxury","750 ml",Std,1430
"TQ Sunrise","Imperial Blue","30 ml",Std,100
"TQ Sunrise","Imperial Blue","60 ml",Std,150
"TQ Sunrise","Imperial Blue","90 ml",Std,200
"TQ Sunrise","Imperial Blue","180 ml",Std,360
"TQ Sunrise","Imperial Blue","750 ml",Std,1240
"TQ Sunrise","Dsp Black ","30 ml",Std,100
"TQ Sunrise","Dsp Black ","60 ml",Std,150
"TQ Sunrise","Dsp Black ","90 ml",Std,200
"TQ Sunrise","Dsp Black ","180 ml",Std,360
"TQ Sunrise","Dsp Black ","750 ml",Std,1240
"TQ Sunrise","Directors Special","30 ml",Std,100
"TQ Sunrise","Directors Special","60 ml",Std,150
"TQ Sunrise","Directors Special","90 ml",Std,200
"TQ Sunrise","Directors Special","180 ml",Std,360
"TQ Sunrise","Directors Special","750 ml",Std,1240
"TQ Sunrise","Mansion House ","30 ml",Std,130
"TQ Sunrise","Mansion House ","60 ml",Std,200
"TQ Sunrise","Mansion House ","90 ml",Std,260
"TQ Sunrise","Mansion House ","180 ml",Std,470
"TQ Sunrise","Mansion House ","750 ml",Std,1700
"TQ Sunrise","Honey Bee ","30 ml",Std,100
"TQ Sunrise","Honey Bee ","60 ml",Std,150
"TQ Sunrise","Honey Bee ","90 ml",Std,200
"TQ Sunrise","Honey Bee ","180 ml",Std,360
"TQ Sunrise","Honey Bee ","750 ml",Std,1240
"TQ Sunrise","Bombay Sapphire","30 ml",Std,310
"TQ Sunrise","Bombay Sapphire","60 ml",Std,560
"TQ Sunrise","Bombay Sapphire","90 ml",Std,810
"TQ Sunrise","Bombay Sapphire","180 ml",Std,1520
"TQ Sunrise","Bombay Sapphire","750 ml",Std,5770
"TQ Sunrise","Blue Riband Duet","30 ml",Std,110
"TQ Sunrise","Blue Riband Duet","60 ml",Std,150
"TQ Sunrise","Blue Riband Duet","90 ml",Std,210
"TQ Sunrise","Blue Riband Duet","180 ml",Std,380
"TQ Sunrise","Blue Riband Duet","750 ml",Std,1240
"TQ Sunrise","Blue Riband","30 ml",Std,110
"TQ Sunrise","Blue Riband","60 ml",Std,150
"TQ Sunrise","Blue Riband","90 ml",Std,210
"TQ Sunrise","Blue Riband","180 ml",Std,380
"TQ Sunrise","Blue Riband","750 ml",Std,1240
"TQ Sunrise","Gray Goose","30 ml",Std,600
"TQ Sunrise","Gray Goose","60 ml",Std,1040
"TQ Sunrise",Absolut,"30 ml",Std,300
"TQ Sunrise",Absolut,"60 ml",Std,470
"TQ Sunrise",Skyy,"30 ml",Std,300
"TQ Sunrise",Skyy,"60 ml",Std,470
"TQ Sunrise","Stolichnaya ","30 ml",Std,300
"TQ Sunrise","Stolichnaya ","60 ml",Std,470
"TQ Sunrise","Smirnoff Green Apple","30 ml",Std,160
"TQ Sunrise","Smirnoff Green Apple","60 ml",Std,280
"TQ Sunrise","Smirnoff Green Apple","90 ml",Std,370
"TQ Sunrise","Smirnoff Green Apple","180 ml",Std,710
"TQ Sunrise","Smirnoff Green Apple","750 ml",Std,2770
"TQ Sunrise",Smirnoff,"30 ml",Std,160
"TQ Sunrise",Smirnoff,"60 ml",Std,280
"TQ Sunrise",Smirnoff,"90 ml",Std,370
"TQ Sunrise",Smirnoff,"180 ml",Std,710
"TQ Sunrise",Smirnoff,"750 ml",Std,2770
"TQ Sunrise","Smirnoff Espresso","30 ml",Std,160
"TQ Sunrise","Smirnoff Espresso","60 ml",Std,280
"TQ Sunrise","Smirnoff Espresso","90 ml",Std,370
"TQ Sunrise","Smirnoff Espresso","180 ml",Std,710
"TQ Sunrise","Smirnoff Espresso","750 ml",Std,2770
"TQ Sunrise",Romanov,"30 ml",Std,110
"TQ Sunrise",Romanov,"60 ml",Std,170
"TQ Sunrise",Romanov,"90 ml",Std,220
"TQ Sunrise",Romanov,"180 ml",Std,390
"TQ Sunrise",Romanov,"750 ml",Std,1430
"TQ Sunrise","Romanov Apple Thrill","30 ml",Std,110
"TQ Sunrise","Romanov Apple Thrill","60 ml",Std,170
"TQ Sunrise","Romanov Apple Thrill","90 ml",Std,220
"TQ Sunrise","Romanov Apple Thrill","180 ml",Std,390
"TQ Sunrise","Romanov Apple Thrill","750 ml",Std,1430
"TQ Sunrise","White Mischief","30 ml",Std,110
"TQ Sunrise","White Mischief","60 ml",Std,170
"TQ Sunrise","White Mischief","90 ml",Std,220
"TQ Sunrise","White Mischief","180 ml",Std,390
"TQ Sunrise","White Mischief","750 ml",Std,1430
"TQ Sunrise","Magic Moments ","30 ml",Std,110
"TQ Sunrise","Magic Moments ","60 ml",Std,170
"TQ Sunrise","Magic Moments ","90 ml",Std,220
"TQ Sunrise","Magic Moments ","180 ml",Std,390
"TQ Sunrise","Magic Moments ","750 ml",Std,1430
"TQ Sunrise","Magic Moments Apple","30 ml",Std,110
"TQ Sunrise","Magic Moments Apple","60 ml",Std,170
"TQ Sunrise","Magic Moments Apple","90 ml",Std,220
"TQ Sunrise","Magic Moments Apple","180 ml",Std,390
"TQ Sunrise","Magic Moments Apple","750 ml",Std,1430
"TQ Sunrise","Bacardi Superior ","30 ml",Std,160
"TQ Sunrise","Bacardi Superior ","60 ml",Std,280
"TQ Sunrise","Bacardi Superior ","90 ml",Std,370
"TQ Sunrise","Bacardi Superior ","180 ml",Std,710
"TQ Sunrise","Bacardi Superior ","750 ml",Std,2770
"TQ Sunrise","Bacardi Limon","30 ml",Std,160
"TQ Sunrise","Bacardi Limon","60 ml",Std,280
"TQ Sunrise","Bacardi Limon","90 ml",Std,370
"TQ Sunrise","Bacardi Limon","180 ml",Std,710
"TQ Sunrise","Bacardi Limon","750 ml",Std,2770
"TQ Sunrise","Bacardi Black","30 ml",Std,110
"TQ Sunrise","Bacardi Black","60 ml",Std,150
"TQ Sunrise","Bacardi Black","90 ml",Std,210
"TQ Sunrise","Bacardi Black","180 ml",Std,380
"TQ Sunrise","Bacardi Black","750 ml",Std,1320
"TQ Sunrise","Captain Morgan Dark","30 ml",Std,110
"TQ Sunrise","Captain Morgan Dark","60 ml",Std,150
"TQ Sunrise","Captain Morgan Dark","90 ml",Std,210
"TQ Sunrise","Captain Morgan Dark","180 ml",Std,380
"TQ Sunrise","Captain Morgan Dark","750 ml",Std,1320
"TQ Sunrise","Old Monk","30 ml",Std,100
"TQ Sunrise","Old Monk","60 ml",Std,150
"TQ Sunrise","Old Monk","90 ml",Std,190
"TQ Sunrise","Old Monk","180 ml",Std,350
"TQ Sunrise","Old Monk","750 ml",Std,1280
"TQ Sunrise","Bacardi Breezer",Pint,Std,300
"TQ Sunrise",Corona,"330 ml",Std,580
"TQ Sunrise",Hoegaarden,"330 ml",Std,580
"TQ Sunrise","Kingfisher Ultra","330 ml",Std,210
"TQ Sunrise","Kingfisher Ultra","650 ml",Std,400
"TQ Sunrise",Kingfisher,"330 ml",Std,190
"TQ Sunrise",Kingfisher,"650 ml",Std,330
"TQ Sunrise",Budweiser,"330 ml",Std,260
"TQ Sunrise",Budweiser,"650 ml",Std,400
"TQ Sunrise",Carlsberg,"330 ml",Std,200
"TQ Sunrise",Carlsberg,"650 ml",Std,370
"TQ Sunrise",Tubourg,"330 ml",Std,190
"TQ Sunrise",Tubourg,"650 ml",Std,330
"TQ Sunrise","Bira Blonde","330 ml",Std,220
"TQ Sunrise","Bira Blonde","650 ml",Std,400
"TQ Sunrise","Bira White","330 ml",Std,280
"TQ Sunrise",Heineken,"330 ml",Std,270
"TQ Sunrise",Heineken,"650 ml",Std,420
"TQ Sunrise","Kingfisher Ultra Max","650 ml",Std,400
"TQ Sunrise","Kingfisher Storm","650 ml",Std,380
"TQ Sunrise","Budweiser Magnum","650 ml",Std,420
"TQ Sunrise","London Pilsner","650 ml",Std,320
"TQ Sunrise","Draught Beer",Tower,Std,1170
"TQ Sunrise","Draught Beer",Pitcher,Std,670
"TQ Sunrise","Draught Beer",Mug,Std,180
"TQ Sunrise","Jose Cuervo",Silver,Std,370
"TQ Sunrise","Jose Cuervo",Gold,Std,400
"TQ Sunrise",Sauza,Silver,Std,370
"TQ Sunrise",Camino,Silver,Std,370
"TQ Sunrise",Camino,Gold,Std,400
"TQ Sunrise","Don Angle",Silver,Std,370
"TQ Sunrise",Mexicat,Silver,Std,370
"TQ Sunrise",Agavita,Silver,Std,370
"TQ Sunrise",Desmondji,Silver,Std,260
"TQ Sunrise","Kahlua (Coffee)","30 ml",Std,370
"TQ Sunrise","Malibu (Coconut)","30 ml",Std,370
"TQ Sunrise","Cointreau (Orange)","30 ml",Std,370
"TQ Sunrise","Baileys (Irish Cream)","30 ml",Std,370
"TQ Sunrise","Sambuca (Fennel)","30 ml",Std,370
"TQ Sunrise","Jagermeister (Herbs)","30 ml",Std,470
"TQ Sunrise","Sula Brut",Pint,Std,1220
"TQ Sunrise","Sula Chenin Blanc",Glass,Std,300
"TQ Sunrise","Sula Chenin Blanc",Pint,Std,710
"TQ Sunrise","Sula Chenin Blanc",Bottle,Std,1400
"TQ Sunrise","Sula Sauvignon Blanc",Pint,Std,720
"TQ Sunrise","Sula Sauvignon Blanc",Bottle,Std,1420
"TQ Sunrise","Sula Satori",Glass,Std,300
"TQ Sunrise","Sula Satori",Pint,Std,710
"TQ Sunrise","Sula Satori",Bottle,Std,1400
"TQ Sunrise","Sula Cabernet Shiraz",Pint,Std,940
"TQ Sunrise","Sula Cabernet Shiraz",Bottle,Std,1670
"TQ Sunrise","Sula Mosaic ",Glass,Std,300
"TQ Sunrise","Sula Mosaic ",Bottle,Std,1320
"TQ Sunrise","Sula Zinfandel (Rose-Red)",Glass,Std,320
"TQ Sunrise","Sula Zinfandel (Rose-Red)",Pint,Std,750
"TQ Sunrise","Sula Zinfandel (Rose-Red)",Bottle,Std,1470
"TQ Sunrise","Sula Dindori Chardonnay",Glass,Std,390
"TQ Sunrise","Sula Dindori Chardonnay",Bottle,Std,1870
"TQ Sunrise","Sula Dindori Shiraz",Glass,Std,440
"TQ Sunrise","Sula Dindori Shiraz",Pint,Std,1070
"TQ Sunrise","Sula Dindori Shiraz",Bottle,Std,2120
"TQ Sunrise",Rhytham,Glass,Std,220
"TQ Sunrise",Rhytham,Pint,Std,550
"TQ Sunrise",Rhytham,Bottle,Std,1010
"TQ Sunrise",Port,Glass,Std,160
"TQ Sunrise",Port,Pint,Std,320
"TQ Sunrise",Port,Bottle,Std,500
"TQ Sunrise","Screw Driver",Glass,Std,380
"TQ Sunrise",Mojito,Glass,Std,440
"TQ Sunrise",Caipiroska,Glass,Std,440
"TQ Sunrise","Pina Colada",Glass,Std,440
"TQ Sunrise","Bloody Mary",Glass,Std,380
"TQ Sunrise","Whisky Sour",Glass,Std,380
"TQ Sunrise","Blue Lagoon",Glass,Std,380
"TQ Sunrise",Cosmopolitan,Glass,Std,440
"TQ Sunrise","Rum Punch",Glass,Std,380
"TQ Sunrise","Tequila Sunrise",Glass,Std,420
"TQ Sunrise","Tequila Boom",Glass,Std,380
"TQ Sunrise","Long Island Ice Tea",Glass,Std,520
"TQ Sunrise","Mai Tai",Glass,Std,420
"TQ Sunrise","Hot Toddy",Glass,Std,370
"TQ Sunrise",Margarita,Glass,Std,470
"TQ Sunrise",Sangria,Glass,Std,470
"TQ Sunrise","Fruit Punch",Glass,Std,300
"TQ Sunrise","Sun Set",Glass,Std,300
"TQ Sunrise","Golden Nectar",Glass,Std,310
"TQ Sunrise","Minty Mango",Glass,Std,310
"TQ Sunrise","Guava Island",Glass,Std,310
"TQ Sunrise","Green Cooler",Glass,Std,310
"TQ Sunrise","Virgin Blue Lagoon",Glass,Std,310
"TQ Sunrise","Bacardi Breezer Cranberry",Pint,Std,300
"TQ Sunrise","Bacardi Breezer Blackberry",Pint,Std,300
"TQ Sunrise","Bacardi Breezer Blueberry",Pint,Std,300
"TQ Sunrise","Bacardi Breezer Jamaican Passion",Pint,Std,300
"TQ Sunrise",Coke,"500 ml",Std,100
"TQ Sunrise","Thumbs Up","500 ml",Std,100
"TQ Sunrise",Sprite,"500 ml",Std,100
"TQ Sunrise",Limca,"500 ml",Std,100
"TQ Sunrise",Mazza,"500 ml",Std,100
"TQ Sunrise",Soda,"300 ml",Std,50
"TQ Sunrise","Garden Fresh Pizza","Medium 10""",Std,470
"TQ Sunrise","Garden Fresh Pizza","Large 12""",Std,570
"TQ Sunrise","Butter Chicken",Std,Std,375
"TQ Sunrise","Rice Combo",Std,Std,250
"TQ Sunrise","Indian Buffet",Std,Std,450
"TQ Sunrise",abc,"30 ml",Std,0
"TQ Sunrise",dd,"750 ml",Std,0
