RestName,Cuisine,foodType,IMcCd,MenuCatg,CTypUsedFor,ItemNm,ItemTyp,NV,Section,PckCharge,Rate,Rank,ItmDesc,Ingeredients,MaxQty,Rmks,PrepTime,Day,FrmTime,ToTime,AltFrmTime,AltToTime,videoLink,itemPortion
Vijay New Dhaba,Snacks,Veg,0,Breads,Food,Roti Ki Tokri,Std,125,AC,25,405,225,-,-,0,-,5,Sunday,12:00:00,17:00:00,19:00:00,23:59:00,NULL,Std
Vijay New Dhaba,Snacks,Veg,0,Breads,Food,Roomali Roti,Std,125,AC,25,105,226,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Snacks,Veg,0,Breads,Food,Butter Roomali,Std,125,AC,25,120,227,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Snacks,Veg,0,Breads,Food,Butter Crispy Masala Roomali,Std,125,AC,25,205,228,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Snacks,Veg,0,Breads,Food,Mexicano Crispy Roomali,Std,125,AC,25,340,229,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Snacks,Veg,0,Breads,Food,Neer Dosa,Std,125,AC,25,140,232,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Snacks,Veg,0,Breads,Food,Reshmi Paratha,Std,125,AC,25,130,219,-,-,0,-,5,Sunday,12:00:00,17:00:00,19:00:00,23:59:00,NULL,Std
Vijay New Dhaba,Snacks,Veg,0,Breads,Food,Makai Roti,Std,125,AC,25,90,216,-,-,0,-,5,Sunday,12:00:00,17:00:00,19:00:00,23:59:00,NULL,Std
Vijay New Dhaba,Snacks,Veg,0,Breads,Food,Stuffed Paratha (Aloo),Std,125,AC,25,130,219,-,-,0,-,5,Sunday,12:00:00,17:00:00,19:00:00,23:59:00,NULL,Std
Vijay New Dhaba,Snacks,Veg,0,Breads,Food,Stuffed Paratha (Mix Veg),Std,125,AC,25,130,219,-,-,0,-,5,Sunday,12:00:00,17:00:00,19:00:00,23:59:00,NULL,Std
Vijay New Dhaba,Snacks,Veg,0,Biryani & Rice,Food,Veg Hyderabadi Biryani,Std,125,AC,25,260,243,Mixed vegetable tossed in mint hyderabadi style biryani,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Snacks,Veg,0,Biryani & Rice,Food,Paneer Hyderabadi Biryani,Std,125,AC,25,300,244,Mixed paneer tossed in mint hyderabadi style biryani,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Snacks,Veg,0,Biryani & Rice,Food,Kerala Style Veg Biryani,Std,125,AC,25,340,245,Chef special Kerala flavoured biryani,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Snacks,Veg,0,Biryani & Rice,Food,Tequila Sunrise Veg Biryani,Std,125,AC,25,390,249,Chefs secret flavoured medium spicy biryani,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Snacks,Veg,0,Biryani & Rice,Food,Jeera Rice,Std,125,AC,25,190,253,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Snacks,Veg,0,Biryani & Rice,Food,Steam Rice,Std,125,AC,25,140,254,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Chinese,Veg,0,Soups,Food,Lemon Coriander Veg Soup ,Std,125,AC,25,200,255,A healthy clear soup flavoured with fresh coriander leaves and the splash of lemon juice,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Chinese,Veg,0,Soups,Food,Beijing Veg Soup,Std,125,AC,25,240,257,This soup is ordinary homemade medium spicy soup,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Chinese,Veg,0,Soups,Food,Tom Yum Veg Soup,Std,125,AC,25,230,262,"Soup is full flavoured broth is infused with lemongrass, ginger and Thai chillies, mushrooms and fresh cilantro to complete warming soup",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Chinese,Veg,0,Starter,Food,Paneer Sotoyam ,Std,125,AC,25,380,268,Paneer skewered then tossed in peanut butter Thai sauce and served,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Chinese,Veg,0,Starter,Food,Indonesian Style veg,Std,125,AC,25,370,270,This incredible dish is spiced up in chilly garlic and black bean sauce.,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Chinese,Veg,0,Starter,Food,Indonesian Style Paneer,Std,125,AC,25,370,271,This incredible dish is spiced up in chilly garlic and black bean sauce.,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Chinese,Veg,0,Main Course (C),Food,Burnt Garlic Veg Fried  Rice,Std,125,AC,25,370,284,This is a simple stir fried rice tossed with Asian sauces with a predominant flavour of garlic.,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Chinese,Veg,0,Main Course (C),Food,Singapore Veg Rice,Std,125,AC,25,370,286,A fusion rice variety from the indo Chinese cuisine is Singapore fried rice. This is mild spicy curry flavour rice tossed with butter,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Chinese,Veg,0,Main Course (C),Food,Bamboo Veg Rice,Std,125,AC,25,400,288,Chefs own creation of vegetables cooked with sauce and served on bed of butter fried rice or noodles,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Chinese,Veg,0,Main Course (C),Food,Mongolian Veg Hot Pot Rice,Std,125,AC,25,400,291,Butter fried rice served with Mongolian spicy sauce,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Chinese,Veg,0,Main Course (C),Food,Ginger Smoked Veg Rice,Std,125,AC,25,400,294,Smoky ginger Pepper rice served in smoky ginger based sauce,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Chinese,Veg,0,Main Course (C),Food,Chinese Veg Pot Rice,Std,125,AC,25,400,296,"This is a Chinese speciality ? rice cooked with five spices, vegetables and mushrooms in a clay pot",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Chinese,Veg,0,Main Course (C),Food,Tom Yum Veg Noodles,Std,125,AC,25,400,302,Noodles tossed in tom yum paste and spices to enjoy,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Chinese,Veg,0,Main Course (C),Food,Cashew Nut Veg Sauce ,Std,125,AC,25,370,304,Diced vegetable cooked in mild spicy cashew nut ginger garlic sauce,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Chinese,Veg,0,Main Course (C),Food,Hot Garlic Veg Sauce,Std,125,AC,25,340,306,The Chinese-style Hot Garlic Sauce is a very garlicky and spicy sauce that is sure to set your palate on fire,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Chinese,Veg,0,Main Course (C),Food,Bamboo Veg Noodles,Std,125,AC,25,370,288,Chefs own creation of vegetables cooked with sauce and served on bed of butter fried rice or noodles,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Chinese,Veg,0,Main Course (C),Food,Singapore Veg Noodles,Std,125,AC,25,370,286,A fusion rice variety from the indo Chinese cuisine is Singapore stir fried noodles. This is mild spicy curry flavour noodles tossed with butter,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Chinese,Veg,0,Main Course (C),Food,Bamboo Veg Noodles,Std,125,AC,25,400,288,Chefs own creation of vegetables cooked with sauce and served on bed of butter stir fried noodles,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Chinese,Veg,0,Main Course (C),Food,Ginger Smoked Veg Noodles,Std,125,AC,25,400,294,Smoky ginger Pepper Noodles served in smoky ginger based sauce,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Desserts,Egg,0,Desserts,Desserts,Sizzling Brownie,Std,125,AC,25,320,320,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Desserts,Egg,0,Desserts,Desserts,Caramel Custard,Std,125,AC,25,170,321,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Desserts,Egg,0,Desserts,Desserts,Mousse,Std,125,AC,25,170,322,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Desserts,Egg,0,Desserts,Desserts,Banana Flambe,Std,125,AC,25,300,323,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Beverages,Soda,0,Aerated Drinks,Beverages,Mineral Water,Std,125,AC,25,70,655,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Beverages,Soda,0,Aerated Drinks,Beverages,Red Bull,Std,125,AC,25,240,656,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Beverages,Soda,0,Aerated Drinks,Beverages,Tonic Water,Std,125,AC,25,140,657,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Beverages,Soda,0,Aerated Drinks,Beverages,Diet Coke,Std,125,AC,25,100,658,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Beverages,Soda,0,Aerated Drinks,Beverages,Coke,Std,125,AC,25,70,659,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,300 ml
Vijay New Dhaba,Beverages,Soda,0,Aerated Drinks,Beverages,Coke,Std,125,AC,25,100,659,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,500 ml
Vijay New Dhaba,Beverages,Soda,0,Aerated Drinks,Beverages,Coke 500ml,Std,125,AC,25,100,660,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Beverages,Soda,0,Aerated Drinks,Beverages,Soda,Std,125,AC,25,70,661,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,500 ml
Vijay New Dhaba,Beverages,Soda,0,Aerated Drinks,Beverages,Soda,Std,125,AC,25,50,661,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,300 ml
Vijay New Dhaba,Beverages,Soda,0,Aerated Drinks,Beverages,Soda 300ml,Std,125,AC,25,50,662,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Beverages,Soda,0,Aerated Drinks,Beverages,Thumbs Up,Std,125,AC,25,70,659,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,300 ml
Vijay New Dhaba,Beverages,Soda,0,Aerated Drinks,Beverages,Thumbs Up,Std,125,AC,25,100,659,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,500 ml
Vijay New Dhaba,Beverages,Soda,0,Aerated Drinks,Beverages,Sprite,Std,125,AC,25,70,659,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,300 ml
Vijay New Dhaba,Beverages,Soda,0,Aerated Drinks,Beverages,Sprite,Std,125,AC,25,100,659,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,500 ml
Vijay New Dhaba,Beverages,Soda,0,Aerated Drinks,Beverages,Limca,Std,125,AC,25,70,659,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,300 ml
Vijay New Dhaba,Beverages,Soda,0,Aerated Drinks,Beverages,Limca,Std,125,AC,25,100,659,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,500 ml
Vijay New Dhaba,Beverages,Soda,0,Aerated Drinks,Beverages,Mazza,Std,125,AC,25,70,659,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,300 ml
Vijay New Dhaba,Beverages,Soda,0,Aerated Drinks,Beverages,Mazza,Std,125,AC,25,100,659,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,500 ml
Vijay New Dhaba,Beverages,Soda,0,Aerated Drinks,Beverages,Thumbs Up 500ml,Std,125,AC,25,100,660,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Beverages,Soda,0,Aerated Drinks,Beverages,Sprite 500ml,Std,125,AC,25,100,660,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Beverages,Soda,0,Aerated Drinks,Beverages,Limca 500ml,Std,125,AC,25,100,660,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Beverages,Soda,0,Aerated Drinks,Beverages,Mazza 500ml,Std,125,AC,25,100,660,-,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Soup,Food,Tortilla Soup Chicken,Std,125,AC,25,290,2,"Chicken Tortilla Soup is the Mexican version of tomato soup?seasoning with chicken, cheese and tacos",-,0,-,5,Sunday,0:00:00,23:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Soup,Food,Mexicano Soup Chicken,Std,125,AC,25,280,7,"The Mexicano soup?is traditionally made with Chicken, carrots, zucchini, spinach and corn,?cooked with tomato sauce",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Soup,Food,Mexicano Soup Prawn,Std,125,AC,25,320,8,"The Mexicano soup?is traditionally made with Prawns, carrots, zucchini, spinach and corn,?cooked with tomato sauce",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Classic Nachos Chicken,Std,125,AC,25,370,20,"Baked nachos topping with chicken, fresh tomato salsa, Mexican bean sauce, cheese, sour cream to enhance the flavour of classic nachos",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Mexican Skin Chicken,Std,125,AC,25,370,22,"Roasted potato stuffed with chicken, saut?ed chicken baked with yellow cheddar cheese served with salsa and sour cream",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Tacos Chicken,Std,125,AC,25,370,24,"Mexican tacos wraps with chicken, beans, vegetables and served with cheese, salsa and sour cream.",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Tacos Prawns,Std,125,AC,25,470,25,"Mexican tacos wraps with prawns, beans, vegetables and served with cheese, salsa and sour cream.",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Grilled Chicken Peri Peri,Std,125,AC,25,410,27,Grilled chicken tossed in spicy peri peri sauce,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Tequila Sunrise Bruschetta Chicken,Std,125,AC,25,250,36,"Homemade bruschetta chopped fresh tomatoes with garlic, chicken, basil, olive oil, olives and mozzarella, served on toasted slices of Italian bread.",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Spicy Cajun Chicken,Std,125,AC,25,410,37,Supreme of chicken marinated in Cajun spices and grilled and served with spicy mayonnaise sauce,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Rosemary Chicken with Grilled Potato,Std,125,AC,25,430,38,Grilled Rosemary Chicken is full of flavour recipe with chicken breast cut in to pieces tossed in rosemary pepper sauce with potatoes,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Thyme Chicken,Std,125,AC,25,430,39,"Supreme pieces of chicken marinated in thyme and butter, grilled with brown sauce",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Chicken Garlic Nuggets,Std,125,AC,25,410,40,Panko fried chicken garlic nuggets with spices served with spicy mayonnaise sauce,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Chicken Jalapeno,Std,125,AC,25,430,41,Supreme of chicken stuffed with jalapenos then grilled and served,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Fish Jalapeno (Rawas),Std,125,AC,25,570,42,Fish fillets stuffed with jalapenos then grilled and served,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Chicken Paprika,Std,125,AC,25,410,43,Julienne cut chicken cooked in a combination of white sauce and tomato sauce with chef?s special spices and paprika,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Chicken Fingers ,Std,125,AC,25,370,44,"Chicken pieces are seasoned with spices, rolled in bread crumbs and deep fried in oil served with tartar sauce",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Fish Fingers Basa,Std,125,AC,25,520,45,"Basa fish finger pieces are seasoned with spices, rolled in bread crumbs and deep fried in oil served with tartar sauce",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Lamb Ball in BBQ Sauce,Std,125,AC,25,510,46,Herbed?lamb meat ball roast and tossed with spicy barbeque sauce.,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Fish Lemon Caper Sauce (Rawas),Std,125,AC,25,570,47,Creamy Lemon caper sauce is the recipe of your dreams! creamy garlic parmesan sauce with a hint of lemon and capers,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,King Prawns Lemon Caper Sauce,Std,125,AC,25,870,48,Creamy Lemon caper sauce is the recipe of your dreams! creamy garlic parmesan sauce with a hint of lemon and capers,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Fish Tempura Basa,Std,125,AC,25,570,49,"Fish tempura is coated with crispy tempura batter crumbs fried fish, tempura batter bloom like flower in hot oil",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,King Prawns Tempura,Std,125,AC,25,870,50,"Shrimp tempura is coated with crispy tempura batter crumbs fried king prawns, tempura batter bloom like flower in hot oil",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Fish n Chips (Basa),Std,125,AC,25,570,51,"Traditional British dish are fish fillets coated with batter and deep-fried, eaten with French fries and served with tartar sauce",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Fish Fingers Rawas,Std,125,AC,25,520,44,"Rawas fish finger pieces are seasoned with spices, rolled in bread crumbs and deep fried in oil served with tartar sauce",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Fish Lemon Caper Sauce (Basa),Std,125,AC,25,570,47,Creamy Lemon caper sauce is the recipe of your dreams! creamy garlic parmesan sauce with a hint of lemon and capers,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Fish n Chips (Rawas),Std,125,AC,25,570,51,"Traditional British dish are fish fillets coated with batter and deep-fried, eaten with French fries and served with tartar sauce",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Starters,Food,Fish Tempura Rawas,Std,125,AC,25,570,49,"Fish tempura is coated with crispy tempura batter crumbs fried fish, tempura batter bloom like flower in hot oil",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Salad,Food,Caesar Salad Chicken,Std,125,AC,25,280,11,"Classic Caesar Salad with chicken, romaine lettuce, bread croutons,  parmesan cheese, and  homemade cream, garlic dressing.",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Salad,Food,Roast Chicken Salad,Std,125,AC,25,300,14,"Roasted chicken pieces  mixed with lettuce, onion, chopped tomato dressing with balsamic vinegar",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Salad,Food,Pasta Salad Chicken,Std,125,AC,25,320,16,"A classic Italian cold?pasta salad?recipe with chicken, vegetables and pasta , dressing with pesto vinegar olive oil",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Salad,Food,Seafood Salad,Std,125,AC,25,410,17,"Mixed seafood, lettuce, cherry tomato, cucumber, capers, olives with mayonnaise mustard dressing",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Main Course,Food,Grilled Chicken Breast,Std,125,AC,25,400,54,"Chicken breast grilled accompaniment with French fries, grilled vegetables and served with barbecue sauce",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Main Course,Food,Stuff Chicken Breast,Std,125,AC,25,470,55,"Chicken breast stuffed with creamy mushroom serving with mash potato, grilled vegetable with pepper brandy cream sauce",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Main Course,Food,Chicken Steak with Red Wine Sauce,Std,125,AC,25,480,56,Hammered chicken grilled and served with red wine pepper sauce with grilled vegetable and fries,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Main Course,Food,Grilled Herb Fish (Rawas),Std,125,AC,25,670,57,Grilled fish marinated in herbs and served with creamy basil sauce with grilled vegetable and garlic bread,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Main Course,Food,Grilled Herb King Prawns,Std,125,AC,25,920,58,Grilled king prawns marinated in herbs and served with creamy basil sauce with grilled vegetable and garlic bread,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Main Course,Food,Fish Peri Peri (Rawas),Std,125,AC,25,670,59,This zesty dish of peri peri fish is grilled fish tossed with creamy peri peri sauce,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Main Course,Food,King Prawns Peri Peri,Std,125,AC,25,920,60,This zesty dish of peri peri prawns is grilled prawns tossed with creamy peri peri sauce,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Main Course,Food,Chimichangas Chicken,Std,125,AC,25,430,62,"Chimichanga is a deep-fried burrito, prepared by filling a flour tortilla with a wide range of ingredients, cheese, beans, chicken meat and accompanied by salsa, sour cream",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Main Course,Food,Chimichangas Lamb,Std,125,AC,25,500,63,"Chimichanga is a deep-fried burrito, prepared by filling a flour tortilla with a wide range of ingredients, cheese, beans, lamb meat and accompanied by salsa, sour cream",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Main Course,Food,Burritos Chicken,Std,125,AC,25,400,65,"A burrito is a dish in Mexican and Tex-Mex cuisine. Ingredients such as beans, lettuce, salsa, cheese, sour cream and various chicken",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Main Course,Food,Mexican Rice Chicken,Std,125,AC,25,430,67,An authentic Mexican Rice recipe. that is rice cooked with Mexican spices and served with tomato Mexican sauce,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Main Course,Food,Baked Enchilada Chicken,Std,125,AC,25,430,69,An enchilada is a classic Mexican dish used as a hearty food. Described as a rolled tortilla stuffed with chicken and covered with tomato chilli sauce and baked,-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
Vijay New Dhaba,Mexican - Italian,NonVeg,0,Main Course,Food,Quesadilla Chicken,Std,125,AC,25,400,71,"A quesadilla is a corn tortilla filled with cheese, savoury mixes of spices, vegetables before the quesadilla is cooked on a griddle.",-,0,-,5,Sunday,0:00:00,24:00:00,0:00:00,0:00:00,NULL,Std
